Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Jan 5, 2019;3:45 PM;-;829;4,221;22;-
Jan 5, 2019;4:00 PM;70,402;823;4,156;9;50,782
Jan 5, 2019;4:15 PM;-;818;4,111;3;-
Jan 5, 2019;4:30 PM;-;814;4,065;1;-
Jan 5, 2019;4:45 PM;-;810;4,012;0;-
Jan 5, 2019;5:00 PM;71,923;806;3,956;0;52,939
Jan 5, 2019;5:15 PM;-;803;3,903;0;-
Jan 5, 2019;5:30 PM;-;799;3,851;0;-
Jan 5, 2019;5:45 PM;-;1,027;3,840;0;-
Jan 5, 2019;6:00 PM;71,975;1,021;3,793;0;53,133
Jan 5, 2019;6:15 PM;-;1,012;3,732;0;-
Jan 5, 2019;6:30 PM;-;1,004;3,670;0;-
Jan 5, 2019;6:45 PM;-;996;3,615;0;-
Jan 5, 2019;7:00 PM;71,335;988;3,561;0;53,487
Jan 5, 2019;7:15 PM;-;980;3,513;0;-
Jan 5, 2019;7:30 PM;-;972;3,465;0;-
Jan 5, 2019;7:45 PM;-;963;3,407;0;-
Jan 5, 2019;8:00 PM;67,575;954;3,349;0;50,712
Jan 5, 2019;8:15 PM;-;948;3,298;0;-
Jan 5, 2019;8:30 PM;-;943;3,244;0;-
Jan 5, 2019;8:45 PM;-;937;3,191;0;-
Jan 5, 2019;9:00 PM;64,214;931;3,139;0;48,238
Jan 5, 2019;9:15 PM;-;924;3,094;0;-
Jan 5, 2019;9:30 PM;-;915;3,051;0;-
Jan 5, 2019;9:45 PM;-;907;3,016;0;-
Jan 5, 2019;10:00 PM;62,252;899;2,964;0;47,069
Jan 5, 2019;10:15 PM;-;891;2,928;0;-
Jan 5, 2019;10:30 PM;-;884;2,889;0;-
Jan 5, 2019;10:45 PM;-;876;2,853;0;-
Jan 5, 2019;11:00 PM;60,596;869;2,821;0;46,004
Jan 5, 2019;11:15 PM;-;865;2,797;0;-
Jan 5, 2019;11:30 PM;-;862;2,772;0;-
Jan 5, 2019;11:45 PM;-;857;2,752;0;-
Jan 6, 2019;12:00 AM;59,619;857;2,621;0;45,971
Jan 6, 2019;12:15 AM;-;848;2,586;0;-
Jan 6, 2019;12:30 AM;-;842;2,549;0;-
Jan 6, 2019;12:45 AM;-;834;2,513;0;-
Jan 6, 2019;1:00 AM;59,724;827;2,473;0;46,715
Jan 6, 2019;1:15 AM;-;820;2,448;0;-
Jan 6, 2019;1:30 AM;-;814;2,424;0;-
Jan 6, 2019;1:45 AM;-;807;2,398;0;-
Jan 6, 2019;2:00 AM;59,601;801;2,387;0;46,972
Jan 6, 2019;2:15 AM;-;797;2,371;0;-
Jan 6, 2019;2:30 AM;-;793;2,354;0;-
Jan 6, 2019;2:45 AM;-;790;2,337;0;-
Jan 6, 2019;3:00 AM;57,553;786;2,321;0;45,209
Jan 6, 2019;3:15 AM;-;786;2,307;0;-
Jan 6, 2019;3:30 AM;-;786;2,294;0;-
Jan 6, 2019;3:45 AM;-;784;2,281;0;-
Jan 6, 2019;4:00 AM;55,729;783;2,268;0;43,708
Jan 6, 2019;4:15 AM;-;775;2,245;0;-
Jan 6, 2019;4:30 AM;-;766;2,225;0;-
Jan 6, 2019;4:45 AM;-;758;2,202;0;-
Jan 6, 2019;5:00 AM;56,436;749;2,179;0;44,962
Jan 6, 2019;5:15 AM;-;735;2,153;0;-
Jan 6, 2019;5:30 AM;-;722;2,127;0;-
Jan 6, 2019;5:45 AM;-;707;2,103;0;-
Jan 6, 2019;6:00 AM;56,707;692;2,087;0;45,874
Jan 6, 2019;6:15 AM;-;678;2,055;0;-
Jan 6, 2019;6:30 AM;-;664;2,021;0;-
Jan 6, 2019;6:45 AM;-;649;1,988;0;-
Jan 6, 2019;7:00 AM;58,117;636;1,951;0;48,104
Jan 6, 2019;7:15 AM;-;621;1,911;0;-
Jan 6, 2019;7:30 AM;-;606;1,870;0;-
Jan 6, 2019;7:45 AM;-;592;1,827;0;-
Jan 6, 2019;8:00 AM;59,607;579;1,786;1;50,274
Jan 6, 2019;8:15 AM;-;572;1,757;8;-
Jan 6, 2019;8:30 AM;-;567;1,727;24;-
Jan 6, 2019;8:45 AM;-;560;1,697;56;-
Jan 6, 2019;9:00 AM;61,588;556;1,667;101;52,121
Jan 6, 2019;9:15 AM;-;554;1,641;153;-
Jan 6, 2019;9:30 AM;-;553;1,615;212;-
Jan 6, 2019;9:45 AM;-;551;1,591;274;-
Jan 6, 2019;10:00 AM;64,137;551;1,567;332;54,132
Jan 6, 2019;10:15 AM;-;551;1,551;383;-
Jan 6, 2019;10:30 AM;-;554;1,533;435;-
Jan 6, 2019;10:45 AM;-;555;1,516;479;-
Jan 6, 2019;11:00 AM;65,918;557;1,500;518;55,502
Jan 6, 2019;11:15 AM;-;558;1,494;547;-
Jan 6, 2019;11:30 AM;-;560;1,487;570;-
Jan 6, 2019;11:45 AM;-;561;1,480;587;-
Jan 6, 2019;12:00 PM;66,354;561;1,474;597;55,878
Jan 6, 2019;12:15 PM;-;557;1,472;601;-
Jan 6, 2019;12:30 PM;-;552;1,470;595;-
Jan 6, 2019;12:45 PM;-;549;1,466;583;-
Jan 6, 2019;1:00 PM;64,470;545;1,463;565;54,355
Jan 6, 2019;1:15 PM;-;542;1,467;541;-
Jan 6, 2019;1:30 PM;-;540;1,469;507;-
Jan 6, 2019;1:45 PM;-;538;1,470;469;-
Jan 6, 2019;2:00 PM;62,481;534;1,474;423;53,067
Jan 6, 2019;2:15 PM;-;526;1,483;372;-
Jan 6, 2019;2:30 PM;-;518;1,494;317;-
Jan 6, 2019;2:45 PM;-;513;1,504;257;-
Jan 6, 2019;3:00 PM;61,078;507;1,517;196;52,384
Jan 6, 2019;3:15 PM;-;501;1,544;139;-
Jan 6, 2019;3:30 PM;-;495;1,572;90;-
Jan 6, 2019;3:45 PM;-;488;1,598;49;-
Jan 6, 2019;4:00 PM;61,002;481;1,624;21;52,461
Jan 6, 2019;4:15 PM;-;475;1,646;6;-
Jan 6, 2019;4:30 PM;-;468;1,668;1;-
Jan 6, 2019;4:45 PM;-;462;1,689;0;-
Jan 6, 2019;5:00 PM;64,093;454;1,708;0;55,460
Jan 6, 2019;5:15 PM;-;444;1,717;0;-
Jan 6, 2019;5:30 PM;-;434;1,724;0;-
Jan 6, 2019;5:45 PM;-;423;1,730;0;-
Jan 6, 2019;6:00 PM;65,321;415;1,731;0;56,715
Jan 6, 2019;6:15 PM;-;414;1,736;0;-
Jan 6, 2019;6:30 PM;-;411;1,742;0;-
Jan 6, 2019;6:45 PM;-;409;1,748;0;-
Jan 6, 2019;7:00 PM;65,743;406;1,754;0;57,197
Jan 6, 2019;7:15 PM;-;401;1,744;0;-
Jan 6, 2019;7:30 PM;-;395;1,734;0;-
Jan 6, 2019;7:45 PM;-;388;1,726;0;-
Jan 6, 2019;8:00 PM;63,734;382;1,713;0;55,439
Jan 6, 2019;8:15 PM;-;377;1,704;0;-
Jan 6, 2019;8:30 PM;-;373;1,694;0;-
Jan 6, 2019;8:45 PM;-;369;1,684;0;-
Jan 6, 2019;9:00 PM;60,472;365;1,673;0;52,354
Jan 6, 2019;9:15 PM;-;364;1,669;0;-
Jan 6, 2019;9:30 PM;-;362;1,663;0;-
Jan 6, 2019;9:45 PM;-;362;1,661;0;-
Jan 6, 2019;10:00 PM;60,027;363;1,651;0;51,904
Jan 6, 2019;10:15 PM;-;372;1,655;0;-
Jan 6, 2019;10:30 PM;-;380;1,658;0;-
Jan 6, 2019;10:45 PM;-;387;1,659;0;-
Jan 6, 2019;11:00 PM;59,675;397;1,662;0;51,344
Jan 6, 2019;11:15 PM;-;405;1,672;0;-
Jan 6, 2019;11:30 PM;-;413;1,678;0;-
Jan 6, 2019;11:45 PM;-;421;1,685;0;-
Jan 7, 2019;12:00 AM;58,946;646;1,817;0;49,016
Jan 7, 2019;12:15 AM;-;644;1,833;0;-
Jan 7, 2019;12:30 AM;-;644;1,846;0;-
Jan 7, 2019;12:45 AM;-;641;1,859;0;-
Jan 7, 2019;1:00 AM;58,248;641;1,866;0;48,132
Jan 7, 2019;1:15 AM;-;636;1,884;0;-
Jan 7, 2019;1:30 AM;-;632;1,904;0;-
Jan 7, 2019;1:45 AM;-;626;1,927;0;-
Jan 7, 2019;2:00 AM;58,279;619;1,967;0;47,858
Jan 7, 2019;2:15 AM;-;606;1,993;0;-
Jan 7, 2019;2:30 AM;-;594;2,018;0;-
Jan 7, 2019;2:45 AM;-;582;2,043;0;-
Jan 7, 2019;3:00 AM;57,089;568;2,068;0;46,470
Jan 7, 2019;3:15 AM;-;552;2,097;0;-
Jan 7, 2019;3:30 AM;-;536;2,126;0;-
Jan 7, 2019;3:45 AM;-;519;2,154;0;-
Jan 7, 2019;4:00 AM;57,633;504;2,180;0;46,958
Jan 7, 2019;4:15 AM;-;489;2,184;0;-
Jan 7, 2019;4:30 AM;-;473;2,191;0;-
Jan 7, 2019;4:45 AM;-;459;2,196;0;-
Jan 7, 2019;5:00 AM;60,692;444;2,200;0;50,218
Jan 7, 2019;5:15 AM;-;427;2,201;0;-
Jan 7, 2019;5:30 AM;-;409;2,202;0;-
Jan 7, 2019;5:45 AM;-;393;2,200;0;-
Jan 7, 2019;6:00 AM;66,206;376;2,207;0;55,993
Jan 7, 2019;6:15 AM;-;359;2,203;0;-
Jan 7, 2019;6:30 AM;-;343;2,200;0;-
Jan 7, 2019;6:45 AM;-;327;2,200;0;-
Jan 7, 2019;7:00 AM;70,832;312;2,194;0;61,008
Jan 7, 2019;7:15 AM;-;303;2,171;0;-
Jan 7, 2019;7:30 AM;-;294;2,145;0;-
Jan 7, 2019;7:45 AM;-;286;2,120;0;-
Jan 7, 2019;8:00 AM;74,111;278;2,096;1;64,650
Jan 7, 2019;8:15 AM;-;275;2,079;8;-
Jan 7, 2019;8:30 AM;-;271;2,064;24;-
Jan 7, 2019;8:45 AM;-;265;2,050;51;-
Jan 7, 2019;9:00 AM;75,198;264;2,036;87;65,415
Jan 7, 2019;9:15 AM;-;271;2,022;131;-
Jan 7, 2019;9:30 AM;-;277;2,009;180;-
Jan 7, 2019;9:45 AM;-;284;1,992;231;-
Jan 7, 2019;10:00 AM;76,039;298;1,977;275;65,286
Jan 7, 2019;10:15 AM;-;342;1,989;313;-
Jan 7, 2019;10:30 AM;-;387;1,997;351;-
Jan 7, 2019;10:45 AM;-;428;2,014;383;-
Jan 7, 2019;11:00 AM;77,589;476;2,034;412;65,211
Jan 7, 2019;11:15 AM;-;535;2,071;436;-
Jan 7, 2019;11:30 AM;-;594;2,105;456;-
Jan 7, 2019;11:45 AM;-;651;2,141;471;-
Jan 7, 2019;12:00 PM;78,295;710;2,177;480;64,167
Jan 7, 2019;12:15 PM;-;772;2,228;483;-
Jan 7, 2019;12:30 PM;-;836;2,278;477;-
Jan 7, 2019;12:45 PM;-;896;2,327;467;-
Jan 7, 2019;1:00 PM;79,081;952;2,378;451;63,379
Jan 7, 2019;1:15 PM;-;985;2,467;431;-
Jan 7, 2019;1:30 PM;-;1,018;2,554;404;-
Jan 7, 2019;1:45 PM;-;1,052;2,642;371;-
Jan 7, 2019;2:00 PM;79,847;1,082;2,735;336;62,981
Jan 7, 2019;2:15 PM;-;1,101;2,827;297;-
Jan 7, 2019;2:30 PM;-;1,058;2,913;253;-
Jan 7, 2019;2:45 PM;-;1,065;2,992;209;-
Jan 7, 2019;3:00 PM;78,821;1,130;3,033;164;60,916
Jan 7, 2019;3:15 PM;-;1,143;3,158;123;-
Jan 7, 2019;3:30 PM;-;1,156;3,282;85;-
Jan 7, 2019;3:45 PM;-;1,169;3,409;53;-
Jan 7, 2019;4:00 PM;81,467;1,181;3,541;26;61,480
Jan 7, 2019;4:15 PM;-;1,189;3,710;10;-
Jan 7, 2019;4:30 PM;-;1,199;3,876;3;-
Jan 7, 2019;4:45 PM;-;1,209;4,044;0;-
Jan 7, 2019;5:00 PM;84,793;1,206;4,187;0;62,165
Jan 7, 2019;5:15 PM;-;1,173;4,377;0;-
Jan 7, 2019;5:30 PM;-;1,180;4,574;0;-
Jan 7, 2019;5:45 PM;-;1,165;4,767;0;-
Jan 7, 2019;6:00 PM;86,350;1,170;4,964;0;60,618
Jan 7, 2019;6:15 PM;-;1,177;5,164;0;-
Jan 7, 2019;6:30 PM;-;1,183;5,363;0;-
Jan 7, 2019;6:45 PM;-;1,189;5,524;0;-
Jan 7, 2019;7:00 PM;86,480;1,194;5,685;0;57,924
Jan 7, 2019;7:15 PM;-;1,200;5,851;0;-
Jan 7, 2019;7:30 PM;-;1,205;6,020;0;-
Jan 7, 2019;7:45 PM;-;1,211;6,191;0;-
Jan 7, 2019;8:00 PM;84,278;1,215;6,361;0;52,900
Jan 7, 2019;8:15 PM;-;1,218;6,536;0;-
Jan 7, 2019;8:30 PM;-;1,222;6,716;0;-
Jan 7, 2019;8:45 PM;-;1,226;6,885;0;-
Jan 7, 2019;9:00 PM;83,013;1,230;7,048;0;48,901
Jan 7, 2019;9:15 PM;-;1,233;7,211;0;-
Jan 7, 2019;9:30 PM;-;1,236;7,379;0;-
Jan 7, 2019;9:45 PM;-;1,239;7,537;0;-
Jan 7, 2019;10:00 PM;81,087;1,241;7,554;0;45,328
Jan 7, 2019;10:15 PM;-;1,242;7,652;0;-
Jan 7, 2019;10:30 PM;-;1,244;7,751;0;-
Jan 7, 2019;10:45 PM;-;1,245;7,830;0;-
Jan 7, 2019;11:00 PM;80,692;1,245;7,905;0;43,744
Jan 7, 2019;11:15 PM;-;1,245;7,967;0;-
Jan 7, 2019;11:30 PM;-;1,242;8,025;0;-
Jan 7, 2019;11:45 PM;-;1,240;8,079;0;-
Jan 8, 2019;12:00 AM;74,623;1,135;8,150;0;37,270
Jan 8, 2019;12:15 AM;-;1,132;8,191;0;-
Jan 8, 2019;12:30 AM;-;1,130;8,230;0;-
Jan 8, 2019;12:45 AM;-;1,125;8,261;0;-
Jan 8, 2019;1:00 AM;73,556;1,119;8,291;0;35,923
Jan 8, 2019;1:15 AM;-;1,106;8,308;0;-
Jan 8, 2019;1:30 AM;-;1,095;8,327;0;-
Jan 8, 2019;1:45 AM;-;1,077;8,311;0;-
Jan 8, 2019;2:00 AM;73,449;1,066;8,350;0;35,597
Jan 8, 2019;2:15 AM;-;1,120;8,370;0;-
Jan 8, 2019;2:30 AM;-;1,105;8,374;0;-
Jan 8, 2019;2:45 AM;-;1,088;8,380;0;-
Jan 8, 2019;3:00 AM;74,076;1,070;8,394;0;36,098
Jan 8, 2019;3:15 AM;-;1,048;8,430;0;-
Jan 8, 2019;3:30 AM;-;1,020;8,488;0;-
Jan 8, 2019;3:45 AM;-;998;8,532;0;-
Jan 8, 2019;4:00 AM;75,281;977;8,561;0;36,860
Jan 8, 2019;4:15 AM;-;971;8,612;0;-
Jan 8, 2019;4:30 AM;-;964;8,662;0;-
Jan 8, 2019;4:45 AM;-;959;8,715;0;-
Jan 8, 2019;5:00 AM;78,007;946;8,750;0;38,811
Jan 8, 2019;5:15 AM;-;962;8,812;0;-
Jan 8, 2019;5:30 AM;-;968;8,868;0;-
Jan 8, 2019;5:45 AM;-;974;8,918;0;-
Jan 8, 2019;6:00 AM;84,194;982;9,110;0;43,554
Jan 8, 2019;6:15 AM;-;989;9,152;0;-
Jan 8, 2019;6:30 AM;-;989;9,184;0;-
Jan 8, 2019;6:45 AM;-;997;9,237;0;-
Jan 8, 2019;7:00 AM;89,014;1,013;9,269;0;47,577
Jan 8, 2019;7:15 AM;-;1,019;9,316;0;-
Jan 8, 2019;7:30 AM;-;1,026;9,361;0;-
Jan 8, 2019;7:45 AM;-;1,031;9,403;0;-
Jan 8, 2019;8:00 AM;92,595;1,035;9,433;2;50,399
Jan 8, 2019;8:15 AM;-;1,028;9,482;9;-
Jan 8, 2019;8:30 AM;-;1,022;9,528;23;-
Jan 8, 2019;8:45 AM;-;1,014;9,568;53;-
Jan 8, 2019;9:00 AM;93,789;1,005;9,606;89;50,529
Jan 8, 2019;9:15 AM;-;995;9,646;132;-
Jan 8, 2019;9:30 AM;-;983;9,690;180;-
Jan 8, 2019;9:45 AM;-;972;9,728;235;-
Jan 8, 2019;10:00 AM;94,616;977;9,792;285;50,238
Jan 8, 2019;10:15 AM;-;962;9,792;325;-
Jan 8, 2019;10:30 AM;-;948;9,800;365;-
Jan 8, 2019;10:45 AM;-;934;9,797;403;-
Jan 8, 2019;11:00 AM;95,094;917;9,792;438;50,331
Jan 8, 2019;11:15 AM;-;901;9,812;470;-
Jan 8, 2019;11:30 AM;-;883;9,828;500;-
Jan 8, 2019;11:45 AM;-;860;9,837;528;-
Jan 8, 2019;12:00 PM;95,017;846;9,843;552;50,063
Jan 8, 2019;12:15 PM;-;838;9,835;567;-
Jan 8, 2019;12:30 PM;-;830;9,829;574;-
Jan 8, 2019;12:45 PM;-;829;9,844;569;-
Jan 8, 2019;1:00 PM;94,243;820;9,831;562;49,604
Jan 8, 2019;1:15 PM;-;824;9,813;547;-
Jan 8, 2019;1:30 PM;-;828;9,796;521;-
Jan 8, 2019;1:45 PM;-;834;9,779;486;-
Jan 8, 2019;2:00 PM;92,781;841;9,764;448;48,880
Jan 8, 2019;2:15 PM;-;853;9,761;401;-
Jan 8, 2019;2:30 PM;-;862;9,737;346;-
Jan 8, 2019;2:45 PM;-;873;9,732;286;-
Jan 8, 2019;3:00 PM;91,245;879;9,717;223;48,216
Jan 8, 2019;3:15 PM;-;901;9,713;162;-
Jan 8, 2019;3:30 PM;-;930;9,690;112;-
Jan 8, 2019;3:45 PM;-;950;9,684;69;-
Jan 8, 2019;4:00 PM;92,059;972;9,672;35;49,334
Jan 8, 2019;4:15 PM;-;992;9,665;13;-
Jan 8, 2019;4:30 PM;-;1,012;9,664;3;-
Jan 8, 2019;4:45 PM;-;1,032;9,666;0;-
Jan 8, 2019;5:00 PM;93,850;1,051;9,665;0;50,942
Jan 8, 2019;5:15 PM;-;1,071;9,652;0;-
Jan 8, 2019;5:30 PM;-;1,091;9,640;0;-
Jan 8, 2019;5:45 PM;-;1,099;9,639;0;-
Jan 8, 2019;6:00 PM;93,782;1,117;9,637;0;51,185
Jan 8, 2019;6:15 PM;-;1,136;9,605;0;-
Jan 8, 2019;6:30 PM;-;1,006;9,550;0;-
Jan 8, 2019;6:45 PM;-;1,019;9,530;0;-
Jan 8, 2019;7:00 PM;92,319;1,029;9,510;0;50,349
Jan 8, 2019;7:15 PM;-;1,034;9,475;0;-
Jan 8, 2019;7:30 PM;-;1,040;9,441;0;-
Jan 8, 2019;7:45 PM;-;1,036;9,406;0;-
Jan 8, 2019;8:00 PM;87,984;1,040;9,374;0;46,535
Jan 8, 2019;8:15 PM;-;1,043;9,336;0;-
Jan 8, 2019;8:30 PM;-;1,047;9,298;0;-
Jan 8, 2019;8:45 PM;-;1,051;9,262;0;-
Jan 8, 2019;9:00 PM;84,877;1,053;9,222;0;44,005
Jan 8, 2019;9:15 PM;-;1,056;9,182;0;-
Jan 8, 2019;9:30 PM;-;1,059;9,141;0;-
Jan 8, 2019;9:45 PM;-;1,062;9,099;0;-
Jan 8, 2019;10:00 PM;82,387;1,130;8,923;0;42,378
Jan 8, 2019;10:15 PM;-;1,131;8,888;0;-
Jan 8, 2019;10:30 PM;-;1,131;8,854;0;-
Jan 8, 2019;10:45 PM;-;1,131;8,822;0;-
Jan 8, 2019;11:00 PM;78,568;1,132;8,788;0;39,095
Jan 8, 2019;11:15 PM;-;1,131;8,755;0;-
Jan 8, 2019;11:30 PM;-;1,130;8,721;0;-
Jan 8, 2019;11:45 PM;-;1,130;8,687;0;-
Jan 9, 2019;12:00 AM;75,575;1,195;8,643;0;36,360
Jan 9, 2019;12:15 AM;-;1,193;8,622;0;-
Jan 9, 2019;12:30 AM;-;1,193;8,600;0;-
Jan 9, 2019;12:45 AM;-;1,191;8,578;0;-
Jan 9, 2019;1:00 AM;74,373;1,191;8,552;0;35,547
Jan 9, 2019;1:15 AM;-;1,193;8,527;0;-
Jan 9, 2019;1:30 AM;-;1,195;8,500;0;-
Jan 9, 2019;1:45 AM;-;1,198;8,471;0;-
Jan 9, 2019;2:00 AM;73,657;1,201;8,462;0;35,190
Jan 9, 2019;2:15 AM;-;1,203;8,430;0;-
Jan 9, 2019;2:30 AM;-;1,205;8,397;0;-
Jan 9, 2019;2:45 AM;-;1,208;8,362;0;-
Jan 9, 2019;3:00 AM;73,135;1,209;8,331;0;35,130
Jan 9, 2019;3:15 AM;-;1,212;8,303;0;-
Jan 9, 2019;3:30 AM;-;1,216;8,273;0;-
Jan 9, 2019;3:45 AM;-;1,219;8,244;0;-
Jan 9, 2019;4:00 AM;73,106;1,222;8,216;0;35,544
Jan 9, 2019;4:15 AM;-;1,223;8,184;0;-
Jan 9, 2019;4:30 AM;-;1,225;8,150;0;-
Jan 9, 2019;4:45 AM;-;1,227;8,116;0;-
Jan 9, 2019;5:00 AM;74,407;1,228;8,080;0;37,399
Jan 9, 2019;5:15 AM;-;1,230;8,040;0;-
Jan 9, 2019;5:30 AM;-;1,231;8,002;0;-
Jan 9, 2019;5:45 AM;-;1,232;7,965;0;-
Jan 9, 2019;6:00 AM;79,837;1,234;8,080;0;42,818
Jan 9, 2019;6:15 AM;-;1,236;8,039;0;-
Jan 9, 2019;6:30 AM;-;1,239;7,997;0;-
Jan 9, 2019;6:45 AM;-;1,241;7,954;0;-
Jan 9, 2019;7:00 AM;84,556;1,243;7,908;0;48,147
Jan 9, 2019;7:15 AM;-;1,244;7,875;0;-
Jan 9, 2019;7:30 AM;-;1,244;7,842;0;-
Jan 9, 2019;7:45 AM;-;1,244;7,809;0;-
Jan 9, 2019;8:00 AM;87,650;1,245;7,747;2;51,766
Jan 9, 2019;8:15 AM;-;1,246;7,716;10;-
Jan 9, 2019;8:30 AM;-;1,246;7,686;25;-
Jan 9, 2019;8:45 AM;-;1,246;7,660;58;-
Jan 9, 2019;9:00 AM;88,522;1,247;7,635;105;52,294
Jan 9, 2019;9:15 AM;-;1,247;7,616;166;-
Jan 9, 2019;9:30 AM;-;1,248;7,596;233;-
Jan 9, 2019;9:45 AM;-;1,248;7,577;311;-
Jan 9, 2019;10:00 AM;90,072;1,249;7,567;389;52,626
Jan 9, 2019;10:15 AM;-;1,248;7,601;461;-
Jan 9, 2019;10:30 AM;-;1,248;7,636;532;-
Jan 9, 2019;10:45 AM;-;1,247;7,670;599;-
Jan 9, 2019;11:00 AM;91,406;1,247;7,708;657;52,425
Jan 9, 2019;11:15 AM;-;1,246;7,758;703;-
Jan 9, 2019;11:30 AM;-;1,246;7,808;742;-
Jan 9, 2019;11:45 AM;-;1,246;7,849;773;-
Jan 9, 2019;12:00 PM;91,779;1,246;7,885;795;51,904
Jan 9, 2019;12:15 PM;-;1,245;7,912;804;-
Jan 9, 2019;12:30 PM;-;1,245;7,939;803;-
Jan 9, 2019;12:45 PM;-;1,245;7,966;791;-
Jan 9, 2019;1:00 PM;91,406;1,247;7,981;769;51,940
Jan 9, 2019;1:15 PM;-;1,250;7,930;736;-
Jan 9, 2019;1:30 PM;-;1,250;7,882;693;-
Jan 9, 2019;1:45 PM;-;1,249;7,834;645;-
Jan 9, 2019;2:00 PM;89,426;1,249;7,779;592;51,787
Jan 9, 2019;2:15 PM;-;1,249;7,708;527;-
Jan 9, 2019;2:30 PM;-;1,248;7,637;458;-
Jan 9, 2019;2:45 PM;-;1,248;7,559;387;-
Jan 9, 2019;3:00 PM;86,938;1,247;7,484;312;51,673
Jan 9, 2019;3:15 PM;-;1,245;7,405;238;-
Jan 9, 2019;3:30 PM;-;1,245;7,326;172;-
Jan 9, 2019;3:45 PM;-;1,244;7,245;103;-
Jan 9, 2019;4:00 PM;86,294;1,245;7,170;53;52,837
Jan 9, 2019;4:15 PM;-;1,243;7,122;20;-
Jan 9, 2019;4:30 PM;-;1,251;7,074;4;-
Jan 9, 2019;4:45 PM;-;1,248;7,028;0;-
Jan 9, 2019;5:00 PM;86,107;1,244;6,988;0;53,445
Jan 9, 2019;5:15 PM;-;1,240;6,948;0;-
Jan 9, 2019;5:30 PM;-;1,236;6,908;0;-
Jan 9, 2019;5:45 PM;-;1,231;6,868;0;-
Jan 9, 2019;6:00 PM;86,271;1,227;6,827;0;54,358
Jan 9, 2019;6:15 PM;-;1,221;6,784;0;-
Jan 9, 2019;6:30 PM;-;1,215;6,739;0;-
Jan 9, 2019;6:45 PM;-;1,209;6,692;0;-
Jan 9, 2019;7:00 PM;84,990;1,203;6,646;0;54,070
Jan 9, 2019;7:15 PM;-;1,193;6,578;0;-
Jan 9, 2019;7:30 PM;-;1,183;6,509;0;-
Jan 9, 2019;7:45 PM;-;1,173;6,437;0;-
Jan 9, 2019;8:00 PM;80,671;1,163;6,365;0;51,130
Jan 9, 2019;8:15 PM;-;1,151;6,283;0;-
Jan 9, 2019;8:30 PM;-;1,138;6,200;0;-
Jan 9, 2019;8:45 PM;-;1,125;6,118;0;-
Jan 9, 2019;9:00 PM;77,439;1,112;6,035;0;49,444
Jan 9, 2019;9:15 PM;-;1,096;5,954;0;-
Jan 9, 2019;9:30 PM;-;1,082;5,869;0;-
Jan 9, 2019;9:45 PM;-;1,066;5,782;0;-
Jan 9, 2019;10:00 PM;74,038;1,048;5,616;0;47,882
Jan 9, 2019;10:15 PM;-;1,060;5,547;0;-
Jan 9, 2019;10:30 PM;-;1,037;5,460;0;-
Jan 9, 2019;10:45 PM;-;1,014;5,374;0;-
Jan 9, 2019;11:00 PM;71,598;992;5,287;0;47,119
Jan 9, 2019;11:15 PM;-;968;5,206;0;-
Jan 9, 2019;11:30 PM;-;946;5,121;0;-
Jan 9, 2019;11:45 PM;-;922;5,037;0;-
Jan 10, 2019;12:00 AM;66,538;819;4,354;0;46,490
Jan 10, 2019;12:15 AM;-;794;4,272;0;-
Jan 10, 2019;12:30 AM;-;770;4,189;0;-
Jan 10, 2019;12:45 AM;-;747;4,104;0;-
Jan 10, 2019;1:00 AM;65,916;723;4,019;0;47,564
Jan 10, 2019;1:15 AM;-;699;3,942;0;-
Jan 10, 2019;1:30 AM;-;675;3,863;0;-
Jan 10, 2019;1:45 AM;-;651;3,781;0;-
Jan 10, 2019;2:00 AM;63,319;626;3,706;0;46,598
Jan 10, 2019;2:15 AM;-;601;3,630;0;-
Jan 10, 2019;2:30 AM;-;575;3,555;0;-
Jan 10, 2019;2:45 AM;-;548;3,482;0;-
Jan 10, 2019;3:00 AM;63,148;522;3,410;0;47,860
Jan 10, 2019;3:15 AM;-;496;3,362;0;-
Jan 10, 2019;3:30 AM;-;470;3,315;0;-
Jan 10, 2019;3:45 AM;-;444;3,271;0;-
Jan 10, 2019;4:00 AM;63,405;420;3,223;0;49,213
Jan 10, 2019;4:15 AM;-;403;3,178;0;-
Jan 10, 2019;4:30 AM;-;386;3,132;0;-
Jan 10, 2019;4:45 AM;-;368;3,084;0;-
Jan 10, 2019;5:00 AM;65,469;351;3,035;0;52,349
Jan 10, 2019;5:15 AM;-;334;2,981;0;-
Jan 10, 2019;5:30 AM;-;317;2,928;0;-
Jan 10, 2019;5:45 AM;-;299;2,875;0;-
Jan 10, 2019;6:00 AM;70,276;283;2,842;0;58,217
Jan 10, 2019;6:15 AM;-;266;2,786;0;-
Jan 10, 2019;6:30 AM;-;249;2,730;0;-
Jan 10, 2019;6:45 AM;-;232;2,673;0;-
Jan 10, 2019;7:00 AM;72,892;217;2,614;0;62,011
Jan 10, 2019;7:15 AM;-;203;2,555;0;-
Jan 10, 2019;7:30 AM;-;190;2,495;0;-
Jan 10, 2019;7:45 AM;-;178;2,431;0;-
Jan 10, 2019;8:00 AM;74,734;165;2,376;2;64,916
Jan 10, 2019;8:15 AM;-;154;2,313;9;-
